0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0,0
0,0,0
0,0,0.0
0,0,0
0,0,0.0
0,0,0
0,2,1.0
0,0,0
0,0,0
0,0,0
0,2,1.0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,3,1.5
0,0,0
0,0,0
0,0,0.0
0,0,0
1,4,2.5
1,1,1.0
3,3,3.0
4,9,6.5
1,4,2.5
0,0,0.0
0,0,0
0,0,0
0,0,0
1,1,1.0
0,0,0
0,0,0
2,4,3.0
1,1,1.0
0,0,0
0,0,0
0,0,0
9,15,12.0
0,7,2.0
4,4,4.0
0,2,1.0
0,4,2.0
0,0,0
0,4,1.3333333333333333
0,0,0
0,0,0
7,7,7.0
0,13,8.0
2,8,5.0
10,10,10.0
0,3,1.3333333333333333
0,8,4.666666666666667
0,23,11.5
0,0,0
0,6,2.8
12,12,12.0
2,2,2.0
1,1,1.0
2,2,2.0
6,6,6.0
5,5,5.0
21,21,21.0
0,4,2.0
1,12,6.5
3,3,3.0
8,25,16.5
5,6,5.5
14,14,14.0
1,8,4.5
5,10,7.5
4,10,6.666666666666667
2,4,3.0
3,28,12.5
0,0,0
1,5,3.0
2,13,4.6
0,0,0.0
2,2,2.0
2,2,2.0
0,0,0
6,6,6.0
5,32,16.5
0,0,0
2,2,2.0
1,11,3.75
0,7,4.333333333333333
4,9,6.666666666666667
6,15,10.666666666666666
1,20,7.666666666666667
3,3,3.0
0,4,2.0
