0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
1,1,1.0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,1.0
1,1,1.0
0,0,0
0,0,0
0,0,0.0
1,1,1.0
1,1,1.0
0,0,0
0,0,0
0,0,0
0,1,0.5
0,0,0
0,0,0.0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
1,1,1.0
0,0,0
0,0,0.0
0,0,0.0
0,0,0
0,0,0
0,0,0
0,0,0
3,3,3.0
0,0,0
0,0,0
0,3,1.5
0,0,0
0,3,1.0
0,0,0
0,0,0
0,0,0
0,2,1.0
0,0,0
0,0,0.0
0,6,3.0
0,0,0
2,4,3.0
7,7,7.0
1,4,2.75
4,4,4.0
0,0,0
0,0,0
0,0,0.0
2,2,2.0
0,0,0
1,1,1.0
1,5,3.0
0,0,0
1,1,1.0
0,0,0.0
8,8,8.0
2,2,2.0
0,5,3.0
0,4,2.6666666666666665
14,14,14.0
5,5,5.0
0,0,0
4,4,4.0
9,9,9.0
0,2,0.6666666666666666
0,0,0
0,0,0
3,3,3.0
0,5,1.6666666666666667
5,5,5.0
0,5,2.8
0,0,0
0,3,1.75
0,1,0.5
2,4,3.0
0,2,1.0
1,1,1.0
2,2,2.0
1,4,1.8333333333333333
10,10,10.0
15,15,15.0
0,9,3.6666666666666665
2,5,3.5
7,7,7.0
1,6,3.5
1,11,5.0
3,3,3.0
9,9,9.0
0,5,2.5
5,11,8.0
4,7,5.5
0,3,1.5
1,11,4.666666666666667
0,0,0
7,14,10.5
