0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0,0
0,0,0
0,0,0.0
0,0,0.0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,1.0
1,1,1.0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0,0
1,1,1.0
1,1,1.0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0,0
0,0,0
2,2,2.0
0,1,0.5
0,0,0.0
2,2,2.0
0,0,0
0,0,0
1,1,1.0
2,2,2.0
1,1,1.0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,1.0
0,0,0
0,0,0.0
0,0,0
1,1,1.0
0,5,2.5
0,7,2.6666666666666665
1,1,1.0
0,0,0
7,7,7.0
4,4,4.0
0,0,0
4,4,4.0
0,0,0
0,0,0
6,6,6.0
0,0,0
0,0,0.0
0,1,0.3333333333333333
0,0,0.0
0,0,0.0
0,0,0
0,0,0.0
1,1,1.0
2,2,2.0
0,4,1.8333333333333333
0,2,1.0
4,4,4.0
0,0,0
1,3,2.0
5,5,5.0
0,4,1.6666666666666667
1,1,1.0
1,14,4.8
0,0,0.0
3,3,3.0
0,0,0.0
2,6,4.0
2,4,3.0
0,4,2.0
2,2,2.0
0,0,0.0
5,6,5.5
7,7,7.0
1,8,2.75
0,4,2.0
1,7,3.0
1,6,3.0
0,0,0
1,3,2.0
3,3,3.0
3,3,3.0
11,11,11.0
1,4,2.5
2,2,2.0
3,5,3.5
1,2,1.5
0,6,2.6666666666666665
